0,5,4,1,0.799382
0,5,4,2,0.794565
0,5,4,3,0.692810
0,5,4,4,0.833823
0,6,1,0,0.757877
0,6,1,1,0.545141
0,6,1,2,0.768247
0,6,1,3,0.732571
0,6,1,4,0.355505
0,6,1,5,0.856357
0,6,1,6,0.791813
0,6,2,0,0.757877
0,6,2,1,0.545141
0,6,2,2,0.793214
0,6,2,3,0.732571
0,6,2,4,0.355505
0,6,3,0,0.773021
0,6,3,1,0.736664
0,6,3,2,0.756598
0,6,3,3,0.685246
0,6,3,4,0.817726
0,6,3,5,0.824407
0,6,3,6,0.767686
0,6,3,7,0.886749
0,6,4,0,0.415514
0,6,4,1,0.545141
0,6,4,2,0.768247
0,6,4,3,0.732571
0,6,4,4,0.355505
0,7,1,0,0.821328
0,7,1,1,0.521316
0,7,1,2,0.675043
0,7,1,3,0.680897
0,7,1,4,0.384465
0,7,1,5,0.974119
0,7,1,6,0.921876
0,7,2,0,0.821328
0,7,2,1,0.521316
0,7,2,2,0.614102
0,7,2,3,0.680897
0,7,2,4,0.384465
0,7,3,0,0.864650
0,7,3,1,0.773450
0,7,3,2,0.587139
0,7,3,3,0.598849
0,7,3,4,0.937403
0,7,3,5,0.685513
0,7,3,6,0.583947
0,7,3,7,0.961537
0,7,4,0,0.365188
0,7,4,1,0.521316
0,7,4,2,0.675043
0,7,4,3,0.680897
0,7,4,4,0.384465
1,0,2,0,0.000000
1,0,2,1,0.742035
1,0,2,2,0.912132
1,0,2,3,0.847337
1,0,2,4,0.768158
1,0,3,0,0.304702
1,0,3,1,0.757224
1,0,3,2,0.844736
1,0,3,3,0.829463
1,0,3,4,0.788267
1,0,3,5,0.936093
1,0,3,6,0.913360
1,0,3,7,0.732834
1,0,4,0,0.773404
1,0,4,1,0.742035
1,0,4,2,0.854974
1,0,4,3,0.847337
1,0,4,4,0.768158
1,1,2,0,0.742035
1,1,2,1,0.000000
1,1,2,2,0.784196
1,1,2,3,0.739524
1,1,2,4,0.485993
1,1,3,0,0.719290
1,1,3,1,0.253924
1,1,3,2,0.736544
1,1,3,3,0.678184
1,1,3,4,0.842775
1,1,3,5,0.849963
1,1,3,6,0.727456
1,1,3,7,0.803366
1,1,4,0,0.500224
1,1,4,1,0.000000
1,1,4,2,0.765456
1,1,4,3,0.739524
1,1,4,4,0.485993
1,2,2,0,0.854974
1,2,2,1,0.765456
1,2,2,2,0.253963
1,2,2,3,0.101754
1,2,2,4,0.749626
1,2,3,0,0.836548
1,2,3,1,0.777729
1,2,3,2,0.604328
1,2,3,3,0.683040
1,2,3,4,0.811615
1,2,3,5,0.664831
1,2,3,6,0.701342
1,2,3,7,0.891489
1,2,4,0,0.747731
1,2,4,1,0.765456
1,2,4,2,0.000000
1,2,4,3,0.101754
1,2,4,4,0.749626
1,3,2,0,0.847337
1,3,2,1,0.739524
1,3,2,2,0.355718
1,3,2,3,0.000000
1,3,2,4,0.716783
1,3,3,0,0.806191
1,3,3,1,0.751797
1,3,3,2,0.706083
1,3,3,3,0.581286
1,3,3,4,0.776148
1,3,3,5,0.766586
1,3,3,6,0.599587
1,3,3,7,0.875313
1,3,4,0,0.712054
1,3,4,1,0.739524
1,3,4,2,0.101754
1,3,4,3,0.000000
1,3,4,4,0.716783
1,4,2,0,0.768158
1,4,2,1,0.485993
1,4,2,2,0.779033
1,4,2,3,0.716783
1,4,2,4,0.000000
1,4,3,0,0.783301
1,4,3,1,0.739916
1,4,3,2,0.401094
1,4,3,3,0.329741
1,4,3,4,0.869433
1,4,3,5,0.850445
1,4,3,6,0.671483
1,4,3,7,0.848834
1,4,4,0,0.344642
1,4,4,1,0.485993
1,4,4,2,0.749626
1,4,4,3,0.716783
1,4,4,4,0.000000
1,5,2,0,0.681097
1,5,2,1,0.870761
1,5,2,2,0.962666
1,5,2,3,0.872888
1,5,2,4,0.884660
1,5,3,0,0.772428
1,5,3,1,0.846151
1,5,3,2,0.968524
1,5,3,3,0.922056
1,5,3,4,0.674118
1,5,3,5,0.952495
1,5,3,6,0.984373
1,5,3,7,0.618613
1,5,4,0,0.910257
1,5,4,1,0.870761
1,5,4,2,0.883560
1,5,4,3,0.872888
1,5,4,4,0.884660
1,6,2,0,0.669421
1,6,2,1,0.826515
1,6,2,2,0.917548
1,6,2,3,0.821904
1,6,2,4,0.841704
1,6,3,0,0.750543
1,6,3,1,0.801573
1,6,3,2,0.933480
1,6,3,3,0.898702
1,6,3,4,0.643100
1,6,3,5,0.903173
1,6,3,6,0.935450
1,6,3,7,0.819755
1,6,4,0,0.841168
1,6,4,1,0.826515
1,6,4,2,0.836934
1,6,4,3,0.821904
1,6,4,4,0.841704
2,0,3,0,0.304702
2,0,3,1,0.757224
2,0,3,2,0.844736
2,0,3,3,0.829463
2,0,3,4,0.788267
2,0,3,5,0.936093
2,0,3,6,0.913360
2,0,3,7,0.732834
2,0,4,0,0.773404
2,0,4,1,0.742035
2,0,4,2,0.854974
2,0,4,3,0.847337
2,0,4,4,0.768158
2,1,3,0,0.719290
2,1,3,1,0.253924
2,1,3,2,0.736544
2,1,3,3,0.678184
2,1,3,4,0.842775
2,1,3,5,0.849963
2,1,3,6,0.727456
2,1,3,7,0.803366
2,1,4,0,0.500224
2,1,4,1,0.000000
2,1,4,2,0.765456
2,1,4,3,0.739524
2,1,4,4,0.485993
2,2,3,0,0.932593
2,2,3,1,0.802739
2,2,3,2,0.423418
2,2,3,3,0.626927
2,2,3,4,0.902636
2,2,3,5,0.420005
2,2,3,6,0.594048
2,2,3,7,0.967022
2,2,4,0,0.772698
2,2,4,1,0.784196
2,2,4,2,0.253963
2,2,4,3,0.355718
2,2,4,4,0.779033
2,3,3,0,0.806191
2,3,3,1,0.751797
2,3,3,2,0.706083
2,3,3,3,0.581286
2,3,3,4,0.776148
2,3,3,5,0.766586
2,3,3,6,0.599587
2,3,3,7,0.875313
2,3,4,0,0.712054
2,3,4,1,0.739524
2,3,4,2,0.101754
2,3,4,3,0.000000
2,3,4,4,0.716783
2,4,3,0,0.783301
2,4,3,1,0.739916
2,4,3,2,0.401094
2,4,3,3,0.329741
2,4,3,4,0.869433
2,4,3,5,0.850445
2,4,3,6,0.671483
2,4,3,7,0.848834
2,4,4,0,0.344642
2,4,4,1,0.485993
2,4,4,2,0.749626
2,4,4,3,0.716783
2,4,4,4,0.000000
3,0,4,0,0.788548
3,0,4,1,0.719290
3,0,4,2,0.836548
3,0,4,3,0.806191
3,0,4,4,0.783301
3,1,4,0,0.754149
3,1,4,1,0.253924
3,1,4,2,0.777729
3,1,4,3,0.751797
3,1,4,4,0.739916
3,2,4,0,0.745736
3,2,4,1,0.736544
3,2,4,2,0.604328
3,2,4,3,0.706083
3,2,4,4,0.401094
3,3,4,0,0.674383
3,3,4,1,0.678184
3,3,4,2,0.683040
3,3,4,3,0.581286
3,3,4,4,0.329741
3,4,4,0,0.883822
3,4,4,1,0.842775
3,4,4,2,0.811615
3,4,4,3,0.776148
3,4,4,4,0.869433
3,5,4,0,0.844110
3,5,4,1,0.849963
3,5,4,2,0.664831
3,5,4,3,0.766586
3,5,4,4,0.850445
3,6,4,0,0.659482
3,6,4,1,0.727456
3,6,4,2,0.701342
3,6,4,3,0.599587
3,6,4,4,0.671483
3,7,4,0,0.894331
3,7,4,1,0.803366
3,7,4,2,0.891489
3,7,4,3,0.875313
3,7,4,4,0.848834
