0,0,1,0,0.824524
0,0,1,1,0.881523
0,0,1,2,0.871863
0,0,1,3,0.872074
0,0,1,4,0.939217
0,0,1,5,0.861385
0,0,1,6,0.886299
0,0,2,0,0.824524
0,0,2,1,0.881523
0,0,2,2,0.946478
0,0,2,3,0.872074
0,0,2,4,0.939217
0,0,3,0,0.830828
0,0,3,1,0.853026
0,0,3,2,0.950145
0,0,3,3,0.950773
0,0,3,4,0.844669
0,0,3,5,0.999690
0,0,3,6,1.000000
0,0,3,7,0.888476
0,0,4,0,0.953263
0,0,4,1,0.881523
0,0,4,2,0.871863
0,0,4,3,0.872074
0,0,4,4,0.939217
0,1,1,0,0.376476
0,1,1,1,0.775903
0,1,1,2,0.866444
0,1,1,3,0.858807
0,1,1,4,0.820976
0,1,1,5,0.682786
0,1,1,6,0.679655
0,1,2,0,0.376476
0,1,2,1,0.775903
0,1,2,2,0.873669
0,1,2,3,0.858807
0,1,2,4,0.820976
0,1,3,0,0.681179
0,1,3,1,0.787778
0,1,3,2,0.897554
0,1,3,3,0.882280
0,1,3,4,0.815751
0,1,3,5,0.913056
0,1,3,6,0.901081
0,1,3,7,0.712802
0,1,4,0,0.810098
0,1,4,1,0.775903
0,1,4,2,0.866444
0,1,4,3,0.858807
0,1,4,4,0.820976
0,2,1,0,0.742035
0,2,1,1,0.000000
0,2,1,2,0.765456
0,2,1,3,0.739524
0,2,1,4,0.485993
0,2,1,5,0.870761
0,2,1,6,0.826515
0,2,2,0,0.742035
0,2,2,1,0.000000
0,2,2,2,0.784196
0,2,2,3,0.739524
0,2,2,4,0.485993
0,2,3,0,0.719290
0,2,3,1,0.253924
0,2,3,2,0.736544
0,2,3,3,0.678184
0,2,3,4,0.842775
0,2,3,5,0.849963
0,2,3,6,0.727456
0,2,3,7,0.803366
0,2,4,0,0.500224
0,2,4,1,0.000000
0,2,4,2,0.765456
0,2,4,3,0.739524
0,2,4,4,0.485993
0,3,1,0,0.883278
0,3,1,1,0.769203
0,3,1,2,0.768508
0,3,1,3,0.751881
0,3,1,4,0.893285
0,3,1,5,0.892468
0,3,1,6,0.886031
0,3,2,0,0.883278
0,3,2,1,0.769203
0,3,2,2,0.767107
0,3,2,3,0.751881
0,3,2,4,0.893285
0,3,3,0,0.864646
0,3,3,1,0.768459
0,3,3,2,0.921426
0,3,3,3,0.894064
0,3,3,4,0.898011
0,3,3,5,0.872774
0,3,3,6,0.898853
0,3,3,7,0.898898
0,3,4,0,0.894430
0,3,4,1,0.769203
0,3,4,2,0.768508
0,3,4,3,0.751881
0,3,4,4,0.893285
0,4,1,0,0.887956
0,4,1,1,0.833957
0,4,1,2,0.700491
0,4,1,3,0.802246
0,4,1,4,0.879503
0,4,1,5,0.971375
0,4,1,6,0.947933
0,4,2,0,0.887956
0,4,2,1,0.833957
0,4,2,2,0.626188
0,4,2,3,0.802246
0,4,2,4,0.879503
0,4,3,0,0.926578
0,4,3,1,0.845520
0,4,3,2,0.623533
0,4,3,3,0.760526
0,4,3,4,0.980278
0,4,3,5,0.636674
0,4,3,6,0.780950
0,4,3,7,0.985160
0,4,4,0,0.892752
0,4,4,1,0.833957
0,4,4,2,0.700491
0,4,4,3,0.802246
0,4,4,4,0.879503
0,5,1,0,0.877774
0,5,1,1,0.799382
0,5,1,2,0.794565
0,5,1,3,0.692810
0,5,1,4,0.833823
0,5,1,5,0.947386
0,5,1,6,0.918866
0,5,2,0,0.877774
0,5,2,1,0.799382
0,5,2,2,0.761861
0,5,2,3,0.692810
0,5,2,4,0.833823
0,5,3,0,0.882599
0,5,3,1,0.810945
0,5,3,2,0.759205
0,5,3,3,0.624854
0,5,3,4,0.941286
0,5,3,5,0.772346
0,5,3,6,0.645278
0,5,3,7,0.941181
0,5,4,0,0.845184
